Cap_do,Cap_up,demand_th,demand_el,pv,wind
0.008,0.045,0.115,0.779,0.0,0.96
0.045,0.038,0.118,0.755,0.0,0.952
0.035,0.017,0.123,0.736,0.0,0.843
0.004,0.009,0.137,0.726,0.0,0.905
0.051,0.01,0.171,0.727,0.0,0.852
0.04,0.028,0.235,0.746,0.0,0.635
0.027,0.011,0.278,0.816,0.0,0.637
0.033,0.043,0.261,0.904,0.0,0.638
0.031,0.11,0.241,0.925,0.051,0.638
0.039,0.112,0.224,0.922,0.265,0.639
0.033,0.018,0.207,0.932,0.388,0.771
0.129,0.007,0.197,0.94,0.29,0.855
0.052,0.115,0.191,0.937,0.291,0.77
0.044,0.128,0.192,0.928,0.321,0.769
0.03,0.307,0.194,0.918,0.11,0.769
0.045,0.301,0.2,0.908,0.026,0.637
0.025,0.298,0.21,0.906,0.0,0.502
0.035,0.304,0.225,0.949,0.0,0.321
0.033,0.167,0.234,0.953,0.0,0.322
0.038,0.116,0.223,0.926,0.0,0.182
0.053,0.227,0.206,0.882,0.0,0.181
0.116,0.15,0.172,0.855,0.0,0.08
0.037,0.032,0.118,0.847,0.0,0.08
0.076,0.037,0.113,0.8,0.0,0.08
0.029,0.017,0.124,0.766,0.0,0.08
0.027,0.007,0.126,0.742,0.0,0.079
0.024,0.035,0.132,0.728,0.0,0.179
0.031,0.016,0.147,0.719,0.0,0.634
0.007,0.013,0.183,0.721,0.0,0.496
0.011,0.01,0.252,0.739,0.0,0.628
0.06,0.038,0.298,0.806,0.0,0.626
0.026,0.005,0.279,0.89,0.0,0.838
0.083,0.075,0.258,0.915,0.012,0.751
0.099,0.117,0.24,0.915,0.036,0.889
0.016,0.023,0.221,0.919,0.044,0.833
0.081,0.153,0.211,0.93,0.235,0.885
0.039,0.203,0.205,0.926,0.074,0.829
0.029,0.251,0.205,0.917,0.064,0.83
0.025,0.116,0.208,0.908,0.069,0.828
0.04,0.226,0.214,0.898,0.021,0.747
0.088,0.237,0.225,0.885,0.002,0.309
0.009,0.026,0.241,0.934,0.0,0.484
0.028,0.239,0.25,0.947,0.0,0.745
0.032,0.255,0.239,0.928,0.0,0.744
0.009,0.073,0.221,0.886,0.0,0.747
0.005,0.231,0.184,0.86,0.0,0.747
0.04,0.037,0.127,0.852,0.0,0.88
0.011,0.018,0.121,0.811,0.0,0.879
0.008,0.005,0.105,0.78,0.0,0.74
0.001,0.025,0.108,0.761,0.0,0.613
0.016,0.043,0.114,0.744,0.0,0.613
0.018,0.006,0.133,0.729,0.0,0.615
0.053,0.029,0.181,0.726,0.0,0.743
0.055,0.013,0.242,0.743,0.0,0.823
0.013,0.011,0.267,0.806,0.0,0.741
0.118,0.014,0.251,0.893,0.0,0.74
0.082,0.169,0.225,0.913,0.002,0.747
0.05,0.229,0.205,0.911,0.056,0.31
0.093,0.094,0.187,0.914,0.462,0.747
0.04,0.131,0.175,0.921,0.229,0.938
0.083,0.15,0.169,0.915,0.048,0.883
0.02,0.166,0.167,0.897,0.027,0.829
0.048,0.015,0.169,0.877,0.014,0.886
0.012,0.083,0.176,0.865,0.012,0.833
0.025,0.291,0.191,0.86,0.002,0.621
0.033,0.245,0.208,0.916,0.0,0.312
0.015,0.002,0.218,0.933,0.0,0.489
0.002,0.329,0.209,0.902,0.0,0.176
0.015,0.158,0.189,0.858,0.0,0.313
0.05,0.261,0.152,0.834,0.0,0.176
0.0,0.012,0.109,0.843,0.0,0.176
0.048,0.001,0.103,0.81,0.0,0.028
0.07,0.01,0.097,0.783,0.0,0.078
0.038,0.002,0.1,0.756,0.0,0.028
0.009,0.043,0.106,0.729,0.0,0.078
0.009,0.036,0.123,0.708,0.0,0.028
0.012,0.03,0.167,0.691,0.0,0.177
0.026,0.026,0.223,0.667,0.0,0.176
0.023,0.039,0.246,0.636,0.0,0.312
0.082,0.028,0.231,0.671,0.002,0.486
0.022,0.047,0.208,0.716,0.05,0.31
0.068,0.231,0.189,0.754,0.105,0.745
0.049,0.076,0.173,0.775,0.282,0.613
0.003,0.095,0.161,0.785,0.395,0.819
0.032,0.038,0.155,0.769,0.124,0.874
0.063,0.172,0.154,0.744,0.039,0.739
0.005,0.01,0.156,0.721,0.023,0.877
0.013,0.099,0.162,0.715,0.016,0.62
0.02,0.043,0.176,0.719,0.005,0.748
0.035,0.156,0.192,0.79,0.0,0.943
0.041,0.227,0.201,0.822,0.0,0.488
0.02,0.025,0.192,0.792,0.0,0.949
0.015,0.086,0.174,0.745,0.0,0.95
0.046,0.164,0.14,0.73,0.0,0.839
0.027,0.017,0.1,0.753,0.0,0.949
0.083,0.04,0.095,0.729,0.0,0.961
0.022,0.026,0.105,0.705,0.0,0.934
0.056,0.007,0.108,0.677,0.0,0.935
0.042,0.034,0.114,0.656,0.0,0.951
0.044,0.025,0.133,0.638,0.0,0.951
0.025,0.025,0.181,0.624,0.0,0.839
0.043,0.009,0.242,0.595,0.0,0.755
0.046,0.019,0.267,0.551,0.0,0.84
0.049,0.045,0.251,0.566,0.002,0.755
0.033,0.097,0.225,0.604,0.018,0.625
0.061,0.168,0.205,0.649,0.035,0.757
0.064,0.169,0.187,0.681,0.164,0.756
0.023,0.159,0.175,0.71,0.483,0.949
0.055,0.115,0.169,0.692,0.421,0.752
0.068,0.018,0.167,0.659,0.501,0.893
0.011,0.209,0.169,0.637,0.335,0.757
0.031,0.236,0.176,0.628,0.04,0.844
0.025,0.048,0.191,0.638,0.005,0.76
0.021,0.143,0.208,0.708,0.0,0.629
0.035,0.06,0.218,0.762,0.0,0.631
0.042,0.118,0.209,0.756,0.0,0.269
0.017,0.119,0.189,0.73,0.0,0.167
0.023,0.124,0.152,0.728,0.0,0.108
0.054,0.016,0.109,0.751,0.0,0.102
0.042,0.034,0.103,0.726,0.0,0.091
0.017,0.041,0.132,0.704,0.0,0.055
0.01,0.041,0.135,0.684,0.0,0.025
0.058,0.043,0.141,0.671,0.0,0.006
0.014,0.019,0.156,0.665,0.0,0.003
0.001,0.032,0.195,0.673,0.0,0.002
0.034,0.027,0.268,0.703,0.0,0.0
0.061,0.017,0.318,0.784,0.0,0.005
0.034,0.006,0.297,0.874,0.002,0.005
0.044,0.097,0.275,0.899,0.026,0.0
0.068,0.093,0.256,0.899,0.044,0.0
0.079,0.199,0.236,0.901,0.036,0.0
0.094,0.011,0.224,0.91,0.046,0.0
0.046,0.09,0.218,0.904,0.057,0.005
0.035,0.101,0.219,0.898,0.044,0.005
0.051,0.168,0.221,0.887,0.036,0.0
0.035,0.099,0.228,0.877,0.023,0.005
0.017,0.084,0.24,0.869,0.005,0.0
0.034,0.025,0.256,0.913,0.0,0.005
0.048,0.214,0.267,0.939,0.0,0.005
0.012,0.009,0.254,0.918,0.0,0.005
0.042,0.019,0.236,0.874,0.0,0.005
0.021,0.074,0.196,0.846,0.0,0.005
0.006,0.029,0.135,0.833,0.0,0.005
0.025,0.004,0.129,0.782,0.0,0.005
0.023,0.035,0.124,0.75,0.0,0.005
0.046,0.011,0.126,0.727,0.0,0.005
0.02,0.017,0.132,0.712,0.0,0.0
0.031,0.039,0.147,0.704,0.0,0.0
0.049,0.005,0.183,0.712,0.0,0.0
0.031,0.016,0.252,0.733,0.0,0.0
0.026,0.005,0.298,0.8,0.0,0.0
0.012,0.001,0.279,0.891,0.002,0.0
0.09,0.331,0.258,0.909,0.021,0.005
0.01,0.196,0.24,0.906,0.06,0.0
0.116,0.076,0.221,0.914,0.127,0.0
0.16,0.16,0.211,0.92,0.347,0.005
0.003,0.291,0.205,0.909,0.103,0.005
0.095,0.228,0.205,0.902,0.112,0.08
0.1,0.311,0.208,0.889,0.085,0.029
0.042,0.227,0.214,0.877,0.018,0.029
0.067,0.152,0.225,0.864,0.005,0.0
0.018,0.032,0.241,0.91,0.0,0.005
0.039,0.305,0.25,0.939,0.0,0.005
0.039,0.347,0.239,0.918,0.0,0.005
0.077,0.068,0.221,0.871,0.0,0.005
0.042,0.173,0.184,0.843,0.0,0.005
0.03,0.02,0.127,0.829,0.0,0.005
0.038,0.015,0.121,0.783,0.0,0.0
0.005,0.009,0.132,0.755,0.0,0.005
0.035,0.039,0.135,0.735,0.0,0.005
0.037,0.016,0.141,0.721,0.0,0.029
0.008,0.037,0.156,0.717,0.0,0.0
0.044,0.001,0.195,0.72,0.0,0.005
0.078,0.041,0.268,0.74,0.0,0.005
0.039,0.024,0.318,0.806,0.0,0.005
0.015,0.003,0.297,0.893,0.002,0.029
0.006,0.029,0.275,0.912,0.021,0.029
0.074,0.096,0.256,0.908,0.035,0.005
0.017,0.207,0.236,0.909,0.064,0.005
0.089,0.068,0.224,0.916,0.057,0.081
0.042,0.081,0.218,0.909,0.053,0.029
0.05,0.207,0.219,0.899,0.039,0.081
0.021,0.015,0.221,0.885,0.053,0.005
0.039,0.255,0.228,0.872,0.014,0.005
0.051,0.18,0.24,0.863,0.002,0.005
0.039,0.221,0.256,0.91,0.0,0.029
0.027,0.001,0.267,0.941,0.0,0.029
0.015,0.247,0.254,0.917,0.0,0.029
0.012,0.3,0.236,0.877,0.0,0.029
0.028,0.289,0.196,0.85,0.0,0.081
0.005,0.033,0.135,0.844,0.0,0.185
0.022,0.039,0.129,0.797,0.0,0.082
0.062,0.041,0.124,0.764,0.0,0.184
0.057,0.021,0.126,0.744,0.0,0.081
0.004,0.029,0.132,0.729,0.0,0.081
0.046,0.041,0.147,0.719,0.0,0.029
0.007,0.016,0.183,0.719,0.0,0.081
0.009,0.035,0.252,0.741,0.0,0.029
0.003,0.004,0.298,0.805,0.0,0.029
0.007,0.034,0.279,0.89,0.012,0.005
0.003,0.078,0.258,0.91,0.039,0.005
0.054,0.233,0.24,0.907,0.166,0.005
0.041,0.089,0.221,0.915,0.295,0.005
0.064,0.138,0.211,0.923,0.277,0.029
0.032,0.126,0.205,0.92,0.365,0.029
0.062,0.131,0.205,0.913,0.16,0.005
0.053,0.096,0.208,0.904,0.138,0.0
0.052,0.046,0.214,0.895,0.026,0.005
0.055,0.147,0.225,0.885,0.005,0.0
0.103,0.001,0.241,0.924,0.0,0.0
0.016,0.158,0.25,0.943,0.0,0.005
0.074,0.098,0.239,0.926,0.0,0.0
0.016,0.069,0.221,0.882,0.0,0.005
0.036,0.008,0.184,0.857,0.0,0.005
0.058,0.018,0.127,0.851,0.0,0.005
0.037,0.044,0.121,0.805,0.0,0.029
0.041,0.018,0.115,0.772,0.0,0.029
0.049,0.03,0.118,0.747,0.0,0.029
0.045,0.02,0.123,0.729,0.0,0.03
0.0,0.01,0.137,0.719,0.0,0.005
0.04,0.032,0.171,0.721,0.0,0.005
0.03,0.015,0.235,0.74,0.0,0.005
0.03,0.04,0.278,0.806,0.0,0.03
0.065,0.037,0.261,0.892,0.007,0.03
0.044,0.141,0.241,0.913,0.16,0.083
0.083,0.195,0.224,0.917,0.264,0.03
0.062,0.113,0.207,0.926,0.186,0.029
0.018,0.179,0.197,0.928,0.228,0.005
0.053,0.137,0.191,0.919,0.19,0.029
0.054,0.178,0.192,0.901,0.119,0.029
0.044,0.011,0.194,0.884,0.041,0.081
0.013,0.174,0.2,0.871,0.023,0.029
0.022,0.245,0.21,0.865,0.005,0.029
0.045,0.244,0.225,0.907,0.0,0.081
0.039,0.103,0.234,0.921,0.0,0.183
0.01,0.06,0.223,0.892,0.0,0.183
0.013,0.07,0.206,0.85,0.0,0.326
0.076,0.096,0.172,0.826,0.0,0.326
0.009,0.009,0.118,0.828,0.0,0.51
0.047,0.0,0.113,0.792,0.0,0.326
0.038,0.002,0.088,0.755,0.0,0.326
0.036,0.0,0.091,0.725,0.0,0.511
0.019,0.031,0.097,0.702,0.0,0.326
0.025,0.019,0.112,0.688,0.0,0.511
0.024,0.005,0.153,0.678,0.0,0.511
0.022,0.045,0.204,0.654,0.0,0.326
0.049,0.028,0.226,0.627,0.0,0.326
0.013,0.023,0.212,0.662,0.005,0.327
0.135,0.072,0.19,0.713,0.027,0.327
0.044,0.09,0.173,0.76,0.074,0.327
0.077,0.115,0.158,0.788,0.098,0.512
0.014,0.085,0.148,0.799,0.094,0.512
0.055,0.012,0.142,0.785,0.085,0.327
0.039,0.061,0.141,0.761,0.083,0.326
0.017,0.085,0.143,0.738,0.055,0.183
0.036,0.115,0.149,0.732,0.035,0.326
0.019,0.147,0.162,0.73,0.007,0.326
0.027,0.127,0.175,0.785,0.0,0.327
0.046,0.187,0.184,0.81,0.0,0.327
0.028,0.164,0.176,0.783,0.0,0.513
0.005,0.018,0.16,0.736,0.0,0.327
0.117,0.039,0.128,0.72,0.0,0.512
0.052,0.044,0.092,0.743,0.0,0.79
0.017,0.007,0.087,0.721,0.0,0.79
0.034,0.029,0.097,0.696,0.0,0.789
0.032,0.015,0.1,0.664,0.0,0.652
0.032,0.042,0.106,0.643,0.0,0.511
0.044,0.02,0.123,0.631,0.0,0.325
0.026,0.017,0.167,0.619,0.0,0.182
0.018,0.036,0.223,0.596,0.0,0.181
0.008,0.041,0.246,0.55,0.0,0.08
0.059,0.044,0.231,0.562,0.005,0.18
0.063,0.004,0.208,0.604,0.012,0.18
0.027,0.131,0.189,0.653,0.044,0.079
0.063,0.076,0.173,0.687,0.11,0.028
0.046,0.075,0.161,0.719,0.168,0.314
0.014,0.141,0.155,0.708,0.101,0.624
0.034,0.038,0.154,0.68,0.067,0.488
0.035,0.073,0.156,0.663,0.044,0.488
0.008,0.079,0.162,0.652,0.036,0.488
0.04,0.005,0.176,0.656,0.007,0.623
0.044,0.123,0.192,0.717,0.0,0.754
0.047,0.033,0.201,0.77,0.0,0.491
0.012,0.025,0.192,0.758,0.0,0.491
0.055,0.089,0.174,0.729,0.0,0.176
0.058,0.036,0.14,0.727,0.0,0.313
0.034,0.036,0.1,0.753,0.0,0.491
0.032,0.01,0.095,0.716,0.0,0.313
0.045,0.026,0.088,0.689,0.0,0.312
0.061,0.037,0.091,0.669,0.0,0.488
0.051,0.007,0.097,0.654,0.0,0.622
0.038,0.043,0.112,0.649,0.0,0.488
0.013,0.03,0.153,0.656,0.0,0.312
0.01,0.024,0.204,0.69,0.0,0.313
0.006,0.002,0.226,0.781,0.0,0.313
0.014,0.016,0.212,0.87,0.007,0.313
0.114,0.019,0.19,0.895,0.03,0.175
0.089,0.134,0.173,0.903,0.067,0.487
0.025,0.054,0.158,0.913,0.088,0.31
0.032,0.124,0.148,0.925,0.198,0.485
0.102,0.135,0.142,0.921,0.136,0.482
0.034,0.1,0.141,0.915,0.064,0.482
0.038,0.137,0.143,0.907,0.066,0.308
0.048,0.136,0.149,0.897,0.041,0.482
0.032,0.039,0.162,0.886,0.007,0.307
0.016,0.009,0.175,0.908,0.0,0.482
0.049,0.007,0.184,0.942,0.0,0.308
0.024,0.09,0.176,0.918,0.0,0.308
0.02,0.062,0.16,0.872,0.0,0.483
0.013,0.196,0.128,0.849,0.0,0.173
0.04,0.013,0.092,0.836,0.0,0.174
0.007,0.022,0.087,0.786,0.0,0.309
0.005,0.02,0.097,0.747,0.0,0.31
0.01,0.01,0.1,0.725,0.0,0.31
0.037,0.013,0.106,0.719,0.0,0.174
0.009,0.021,0.123,0.712,0.0,0.174
0.058,0.001,0.167,0.718,0.0,0.174
0.048,0.035,0.223,0.74,0.0,0.487
0.033,0.017,0.246,0.819,0.0,0.175
0.015,0.028,0.231,0.901,0.002,0.077
0.044,0.035,0.208,0.931,0.014,0.175
0.074,0.048,0.189,0.934,0.032,0.077
0.048,0.102,0.173,0.944,0.035,0.175
0.054,0.062,0.161,0.956,0.027,0.028
0.019,0.112,0.155,0.951,0.035,0.0
0.055,0.122,0.154,0.947,0.08,0.028
0.001,0.109,0.156,0.939,0.148,0.005
0.046,0.153,0.162,0.928,0.051,0.0
0.034,0.121,0.176,0.915,0.007,0.0
0.024,0.068,0.192,0.935,0.0,0.005
0.046,0.125,0.201,0.949,0.0,0.077
0.017,0.053,0.192,0.917,0.0,0.175
0.101,0.016,0.174,0.869,0.0,0.175
0.004,0.098,0.14,0.841,0.0,0.31
0.042,0.029,0.1,0.828,0.0,0.077
0.016,0.004,0.095,0.772,0.0,0.174
0.02,0.015,0.124,0.729,0.0,0.174
0.031,0.018,0.126,0.703,0.0,0.077
0.024,0.028,0.132,0.686,0.0,0.175
0.022,0.016,0.147,0.686,0.0,0.077
0.042,0.042,0.183,0.695,0.0,0.175
0.001,0.033,0.252,0.724,0.0,0.175
0.012,0.01,0.298,0.8,0.0,0.31
0.034,0.029,0.279,0.882,0.007,0.484
0.011,0.142,0.258,0.91,0.035,0.484
0.028,0.038,0.24,0.916,0.076,0.307
0.053,0.039,0.221,0.93,0.092,0.307
0.036,0.015,0.211,0.941,0.133,0.306
0.034,0.113,0.205,0.931,0.129,0.076
0.017,0.095,0.205,0.926,0.103,0.171
0.023,0.04,0.208,0.916,0.06,0.076
0.069,0.04,0.214,0.903,0.044,0.076
0.002,0.097,0.225,0.888,0.009,0.306
0.01,0.186,0.241,0.921,0.0,0.306
0.025,0.093,0.25,0.952,0.0,0.308
0.023,0.05,0.239,0.931,0.0,0.277
0.018,0.06,0.221,0.884,0.0,0.277
0.023,0.163,0.184,0.866,0.0,0.263
0.035,0.021,0.127,0.853,0.0,0.363
0.049,0.034,0.121,0.805,0.0,0.504
0.01,0.024,0.124,0.769,0.0,0.679
0.026,0.04,0.126,0.745,0.0,0.789
0.023,0.028,0.132,0.728,0.0,0.826
0.014,0.017,0.147,0.724,0.0,0.795
0.012,0.015,0.183,0.729,0.0,0.76
0.031,0.021,0.252,0.751,0.0,0.641
0.023,0.033,0.298,0.819,0.0,0.775
0.017,0.039,0.279,0.894,0.007,0.862
0.031,0.128,0.258,0.91,0.03,0.865
0.046,0.157,0.24,0.915,0.157,0.778
0.037,0.003,0.221,0.927,0.41,0.778
0.041,0.058,0.211,0.937,0.629,0.641
0.045,0.058,0.205,0.932,0.335,0.774
0.068,0.094,0.205,0.928,0.048,0.78
0.027,0.083,0.208,0.917,0.103,0.322
0.018,0.135,0.214,0.908,0.037,0.644
0.016,0.077,0.225,0.891,0.007,0.506
0.034,0.057,0.241,0.915,0.0,0.508
0.012,0.13,0.25,0.944,0.0,0.325
0.022,0.083,0.239,0.918,0.0,0.327
0.009,0.088,0.221,0.871,0.0,0.184
0.032,0.002,0.184,0.848,0.0,0.328
0.078,0.022,0.127,0.838,0.0,0.328
0.052,0.001,0.121,0.787,0.0,0.329
0.001,0.001,0.124,0.748,0.0,0.185
0.054,0.016,0.126,0.726,0.0,0.185
0.038,0.032,0.132,0.709,0.0,0.185
0.062,0.021,0.147,0.701,0.0,0.185
0.027,0.035,0.183,0.71,0.0,0.082
0.031,0.023,0.252,0.732,0.0,0.082
0.019,0.003,0.298,0.796,0.0,0.328
0.028,0.006,0.279,0.875,0.007,0.184
0.055,0.117,0.258,0.899,0.041,0.184
0.011,0.009,0.24,0.904,0.05,0.183
0.09,0.011,0.221,0.913,0.064,0.326
0.063,0.058,0.211,0.923,0.085,0.325
0.029,0.032,0.205,0.914,0.071,0.182
0.06,0.115,0.205,0.897,0.032,0.081
0.021,0.118,0.208,0.882,0.023,0.029
0.016,0.067,0.214,0.867,0.016,0.182
0.034,0.127,0.225,0.858,0.002,0.182
0.004,0.091,0.241,0.893,0.0,0.324
0.033,0.115,0.25,0.915,0.0,0.182
0.001,0.061,0.239,0.883,0.0,0.324
0.02,0.129,0.221,0.833,0.0,0.324
0.025,0.124,0.184,0.812,0.0,0.323
0.009,0.01,0.127,0.809,0.0,0.323
0.058,0.015,0.121,0.769,0.0,0.181
0.034,0.003,0.124,0.733,0.0,0.181
0.017,0.036,0.126,0.704,0.0,0.08
0.03,0.001,0.132,0.685,0.0,0.08
0.024,0.013,0.147,0.677,0.0,0.08
0.036,0.04,0.183,0.67,0.0,0.005
0.028,0.025,0.252,0.649,0.0,0.029
0.004,0.037,0.298,0.627,0.0,0.029
0.083,0.007,0.279,0.658,0.005,0.08
0.023,0.084,0.258,0.703,0.035,0.08
0.008,0.056,0.24,0.749,0.265,0.029
0.006,0.01,0.221,0.769,0.356,0.08
0.013,0.075,0.211,0.784,0.296,0.08
0.064,0.154,0.205,0.773,0.132,0.029
0.027,0.028,0.205,0.747,0.177,0.182
0.022,0.144,0.208,0.726,0.267,0.081
0.057,0.005,0.214,0.717,0.037,0.029
0.01,0.109,0.225,0.716,0.005,0.081
0.029,0.15,0.241,0.763,0.0,0.082
0.003,0.142,0.25,0.809,0.0,0.029
0.054,0.224,0.239,0.784,0.0,0.005
0.057,0.048,0.221,0.735,0.0,0.03
0.002,0.167,0.184,0.721,0.0,0.005
0.034,0.036,0.127,0.737,0.0,0.005
0.021,0.022,0.121,0.706,0.0,0.005
0.067,0.045,0.14,0.668,0.0,0.0
0.049,0.038,0.142,0.641,0.0,0.0
0.025,0.021,0.149,0.626,0.0,0.0
0.0,0.017,0.165,0.616,0.0,0.005
0.026,0.014,0.207,0.607,0.0,0.005
0.028,0.031,0.284,0.584,0.0,0.005
0.042,0.025,0.336,0.542,0.0,0.005
0.002,0.03,0.315,0.552,0.028,0.005
0.025,0.07,0.291,0.593,0.082,0.005
0.038,0.042,0.271,0.641,0.111,0.0
0.014,0.193,0.25,0.675,0.126,0.0
0.04,0.158,0.238,0.708,0.16,0.005
0.007,0.191,0.231,0.692,0.122,0.0
0.067,0.177,0.231,0.661,0.098,0.0
0.012,0.167,0.234,0.64,0.067,0.0
0.021,0.04,0.241,0.632,0.03,0.0
0.014,0.239,0.254,0.634,0.007,0.0
0.047,0.028,0.271,0.693,0.0,0.005
0.046,0.126,0.282,0.76,0.0,0.005
0.024,0.249,0.269,0.755,0.0,0.005
0.052,0.097,0.249,0.726,0.0,0.005
0.051,0.015,0.207,0.718,0.0,0.03
0.029,0.026,0.143,0.744,0.0,0.005
0.011,0.0,0.137,0.706,0.0,0.029
0.028,0.044,0.147,0.674,0.0,0.029
0.035,0.045,0.15,0.651,0.0,0.029
0.023,0.036,0.157,0.64,0.0,0.029
0.004,0.02,0.174,0.639,0.0,0.0
0.055,0.034,0.218,0.65,0.0,0.029
0.004,0.042,0.299,0.685,0.0,0.081
0.052,0.015,0.354,0.775,0.0,0.029
0.042,0.006,0.332,0.857,0.009,0.029
0.046,0.104,0.306,0.88,0.022,0.029
0.003,0.08,0.285,0.886,0.046,0.081
0.024,0.081,0.263,0.89,0.057,0.081
0.039,0.091,0.25,0.9,0.06,0.08
0.042,0.181,0.244,0.89,0.055,0.182
0.022,0.021,0.244,0.883,0.03,0.08
0.072,0.158,0.247,0.87,0.021,0.181
0.006,0.013,0.254,0.859,0.012,0.08
0.006,0.142,0.268,0.839,0.0,0.08
0.0,0.134,0.286,0.873,0.0,0.029
0.038,0.077,0.297,0.932,0.0,0.029
0.028,0.114,0.284,0.91,0.0,0.029
0.002,0.173,0.263,0.865,0.0,0.029
0.075,0.057,0.218,0.835,0.0,0.08
0.037,0.031,0.151,0.82,0.0,0.08
0.009,0.024,0.144,0.77,0.0,0.029
0.077,0.013,0.166,0.729,0.0,0.08
0.022,0.008,0.17,0.71,0.0,0.0
0.059,0.01,0.177,0.694,0.0,0.0
0.021,0.013,0.19,0.687,0.0,0.0
0.023,0.025,0.224,0.696,0.0,0.005
0.014,0.033,0.296,0.717,0.0,0.005
0.029,0.019,0.347,0.791,0.0,0.005
0.013,0.028,0.335,0.869,0.009,0.08
0.057,0.034,0.316,0.89,0.016,0.029
0.093,0.035,0.298,0.894,0.032,0.08
0.132,0.047,0.277,0.903,0.032,0.08
0.004,0.065,0.264,0.914,0.035,0.08
0.03,0.257,0.256,0.903,0.069,0.08
0.061,0.022,0.255,0.899,0.112,0.029
0.039,0.18,0.259,0.89,0.117,0.079
0.009,0.015,0.268,0.877,0.062,0.179
0.034,0.201,0.278,0.861,0.014,0.179
0.015,0.126,0.293,0.888,0.0,0.079
0.007,0.275,0.306,0.931,0.0,0.079
0.019,0.094,0.295,0.91,0.0,0.028
0.037,0.051,0.275,0.86,0.0,0.028
0.053,0.079,0.236,0.83,0.0,0.08
0.042,0.025,0.169,0.816,0.0,0.029
0.105,0.037,0.163,0.762,0.0,0.029
0.011,0.04,0.14,0.718,0.0,0.005
0.013,0.025,0.142,0.689,0.0,0.029
0.036,0.005,0.149,0.677,0.0,0.029
0.048,0.023,0.165,0.675,0.0,0.0
0.058,0.021,0.207,0.687,0.0,0.005
0.036,0.007,0.284,0.714,0.0,0.029
0.034,0.027,0.336,0.785,0.0,0.08
0.017,0.041,0.315,0.865,0.016,0.029
0.072,0.137,0.291,0.895,0.057,0.029
0.03,0.233,0.271,0.9,0.08,0.08
0.057,0.192,0.25,0.914,0.085,0.005
0.102,0.092,0.238,0.932,0.112,0.005
0.134,0.145,0.231,0.93,0.103,0.005
0.052,0.189,0.231,0.928,0.071,0.005
0.013,0.003,0.234,0.916,0.044,0.005
0.002,0.263,0.241,0.906,0.03,0.029
0.047,0.217,0.254,0.895,0.005,0.081
0.025,0.181,0.271,0.916,0.0,0.029
0.027,0.136,0.282,0.943,0.0,0.029
0.019,0.375,0.269,0.914,0.0,0.029
0.016,0.214,0.249,0.864,0.0,0.081
0.057,0.077,0.207,0.832,0.0,0.183
0.074,0.024,0.143,0.817,0.0,0.183
0.028,0.037,0.137,0.757,0.0,0.081
0.037,0.015,0.166,0.704,0.0,0.081
0.021,0.013,0.17,0.673,0.0,0.081
0.012,0.038,0.177,0.659,0.0,0.081
0.049,0.039,0.19,0.662,0.0,0.029
0.044,0.0,0.224,0.678,0.0,0.029
0.031,0.018,0.296,0.705,0.0,0.029
0.012,0.026,0.347,0.779,0.0,0.005
0.113,0.031,0.335,0.856,0.02,0.005
0.076,0.106,0.316,0.881,0.053,0.029
0.068,0.199,0.298,0.883,0.069,0.185
0.031,0.167,0.277,0.893,0.085,0.184
0.059,0.084,0.264,0.908,0.085,0.081
0.034,0.077,0.256,0.896,0.076,0.081
0.001,0.172,0.255,0.889,0.075,0.081
0.056,0.035,0.259,0.874,0.046,0.029
0.051,0.032,0.268,0.859,0.023,0.029
0.047,0.087,0.278,0.851,0.007,0.029
0.066,0.229,0.293,0.878,0.0,0.005
0.01,0.084,0.306,0.921,0.0,0.029
0.025,0.178,0.295,0.9,0.0,0.005
0.03,0.028,0.275,0.848,0.0,0.029
0.044,0.231,0.236,0.817,0.0,0.029
0.006,0.015,0.169,0.801,0.0,0.029
0.035,0.024,0.163,0.745,0.0,0.005
0.038,0.002,0.173,0.699,0.0,0.029
0.038,0.039,0.177,0.668,0.0,0.029
0.021,0.034,0.185,0.654,0.0,0.081
0.01,0.029,0.198,0.657,0.0,0.081
0.007,0.023,0.233,0.673,0.0,0.081
0.033,0.033,0.309,0.7,0.0,0.029
0.03,0.02,0.362,0.769,0.0,0.005
0.043,0.022,0.35,0.843,0.002,0.029
0.128,0.185,0.329,0.868,0.023,0.081
0.07,0.227,0.311,0.87,0.048,0.08
0.141,0.176,0.289,0.883,0.055,0.182
0.099,0.031,0.276,0.893,0.076,0.181
0.026,0.133,0.267,0.881,0.108,0.321
0.011,0.024,0.266,0.866,0.101,0.321
0.047,0.3,0.27,0.851,0.069,0.32
0.042,0.302,0.279,0.838,0.016,0.18
0.009,0.235,0.29,0.826,0.002,0.502
0.037,0.258,0.306,0.858,0.0,0.501
0.009,0.125,0.319,0.904,0.0,0.32
0.04,0.102,0.308,0.875,0.0,0.32
0.073,0.162,0.287,0.818,0.0,0.32
0.034,0.187,0.246,0.792,0.0,0.32
0.026,0.021,0.177,0.785,0.0,0.32
0.019,0.027,0.17,0.736,0.0,0.5
0.038,0.039,0.132,0.69,0.0,0.32
0.057,0.033,0.135,0.658,0.0,0.18
0.01,0.002,0.141,0.641,0.0,0.321
0.03,0.004,0.156,0.642,0.0,0.181
0.026,0.036,0.195,0.644,0.0,0.504
0.033,0.033,0.268,0.629,0.0,0.322
